Business ID,Customer Views,Beer Selection,Group Experience,Ambience,Burger
Cmfs_i-FtaR6O1C07OEcOg,0.1975397082604467,0.3005309323873371,0.0951974648702889,0.2822135920729488,0.1179401728417724
-2-ih3mE8KPyeKVIzpBfPQ,0.20291946427564,0.379053888351856,0.1285161353132155,0.2485161426427242,0.0355989361913608
99e7bysta1myyrQogFEWUQ,0.1971391766827264,0.2362060889677131,0.0878428588539335,0.2928805130904435,0.1797010496547314
bfiO0n663Ej36svzuRuVtA,0.2152550273517869,0.2921906023804891,0.0951486819589363,0.2081156369032604,0.1837334311743736
BtcOytu968lkyyO0IICv8w,0.1022126823183648,0.4187009529565874,0.0934948562980466,0.3619750821674914,0.0167648023397652
pog-n68Vw_8tvHPHB51rZQ,0.0846164855546106,0.4397886553893517,0.1336425246979378,0.3089403573286496,0.0252385646493339
5CHjDZYRVAdj3MJ3oc4v4g,0.0504859803865353,0.4096910407145818,0.0964366506992114,0.4325157105922699,0.0043615091385112
u6d3yxe7hns5veswWcSdXA,0.1133261120033472,0.4048874906242586,0.0923154016653465,0.3330474434593736,0.0474523320404249
O823FiPDepbCKYo7w2uGAg,0.2295945100696985,0.0537292199352612,0.2240791894048789,0.2709679910618121,0.2144271676171554
0n6rbrYy_zlr9N1WnEmr9Q,0.1190742386711968,0.1452471911907196,0.120920009083218,0.3097406485014491,0.2953086329831017
K_CS--rB2jpdZ_YmffEInQ,0.1961887454614043,0.1247341537848115,0.0841960778459906,0.3969416707754135,0.19292615018785
NQSnr4RPUScss607oxOaqw,0.1306942358785191,0.1887548787034108,0.0570909247397124,0.4223339859192737,0.1928471655060513
OAdMiCSG0iamQ1MBhiZQuQ,0.02256449385147,0.7095475207482066,0.0793111281735556,0.1687601878573852,0.011916476634464
5lZNaU_zyoVA9tX-yKwA2A,0.2034540818456341,0.4770319883382934,0.0772755269289893,0.1821066103601718,0.0534939472015728
AWWAiEideKaYmgSblQTsqg,0.2142249074143668,0.6022692956030369,0.1466321361561616,0.0260873571969568,0.001318482371668
TxblhpgMehO8a3pgIvE0Eg,0.4469052672386169,0.1165467202663421,0.2095496088266372,0.1925240308046341,0.0321978151798248
6IwF2rpoaiR_W6DzOvuceA,0.106576524907723,0.2010418460167084,0.2065488415985153,0.3162863721283009,0.1632544360517595
VqbS5tyfB0t1VIbjqtudWQ,0.3103465318679809,0.4925114691257476,0.0330482751131057,0.1486096024513244,0.0
ZJGo8ch9AGkl63hdbgeEkA,0.1112202200271627,0.3519150748410645,0.1323425695190535,0.2696076866896713,0.1277322584215332
BfQ4W2cNB2ZSd7yaAhE_BA,0.1527435797624863,0.3507318114336484,0.0952021461171217,0.3297730055900338,0.0647149462061814
MOqxUxYiMXCdwhO6Oe-8Ow,0.1073823937680572,0.4225992419756949,0.0576522178016603,0.3812618594616651,0.0236813440453261
tN6Mhhr_sDyk_xawdxnUyQ,0.0565478636750153,0.6391923576593399,0.084882662232433,0.1604267255003963,0.0534394606947898
EvYeRMbG9XlEkafCJfnovA,0.3397221168551337,0.1038181371505147,0.1078427750215833,0.1854677744498797,0.2569121490473506
doti90GE8LhHP9ssbUuFTg,0.207325537999471,0.6191443792647786,0.0953734202517403,0.04745991093417,0.0170903319699896
iPyhEN7uBsRYQdDDs36f2w,0.0909090270288288,0.3850504896388604,0.0459664952583037,0.3527895366199888,0.1164170238905801
5y1UZxEVE8QJob1XMRKp8A,0.0499556519091129,0.5624756813049316,0.1663250342011451,0.0900226533412933,0.1265159428119659
Mwc3n5Psw9wRaQ22vZWDYQ,0.1074356514577855,0.1438014341292368,0.1625328103546053,0.3126889634070604,0.2669777778060277
FImeJg7pVG9K7wjuexmV4Q,0.2323341354727745,0.2109164975583553,0.2371584866195917,0.1803833402693271,0.1362019345164299
UkBmK4Icaximp2DY2Zf_iw,0.3104837210788842,0.1037877727840696,0.1127115766728116,0.2225222551414082,0.2452208324906326
K-7yK_HKL0FncU3pxC92tw,0.1198272373941209,0.2320993381241957,0.1507528461515903,0.1409686654806137,0.352833730686042
eeKJYP614nNnDwnjKpl7XA,0.0578789386975889,0.3708542516687885,0.1023618699982762,0.3036533069486419,0.1556794125353917
mLDc_u44EiqJCSR3L4nQZw,0.0729529572719777,0.4534174884428029,0.0866156010371115,0.3382561091264641,0.043222841185828
amqruwbDGCcyu55p2pTjMA,0.3391683985996577,0.1725563338578299,0.1560318827974023,0.1851368563249707,0.1411560203673111
NZjrCgnv1K5OyRfdru32_w,0.0885057724080979,0.4294286902683477,0.1224111180830126,0.2643933562018598,0.088487779139541
aPNXGTDkf-4bjhyMBQxqpQ,0.2531434566516316,0.2487136122036838,0.1180699451713625,0.2329159293775305,0.1416190852636866
xEaNFfbt5V3evb7H2XFX-A,0.0384923462342056,0.6183924792955319,0.0985049275267455,0.2105256620001185,0.0265517819810796
BPBTCvmUfRnEH6yyABzOzA,0.1198258065010628,0.4287785196760928,0.1025599012468268,0.2972265034396615,0.0442050455215697
yuIhKvOjgDbYCkgw-j55sA,0.2068774808423231,0.2384288281689854,0.1415332493266003,0.26613092520618,0.1411508381079207
ohWH383r60AREWh-aphpSw,0.2557998194749797,0.1127944414251976,0.1615897563953997,0.2439083577487294,0.2189101161661722
pe01uqQsa6raj-4HWRjgGg,0.1991906806826591,0.4307411279529333,0.0242575969547033,0.2654795110225677,0.0773886371403932
OScArtTInz7zQdW5wC2Ebw,0.3295461257037363,0.1528126229286978,0.1729597905160565,0.2882418032539518,0.0488685271457621
Am5wWa0v13NZRsJ-g9f9cQ,0.1256267965950986,0.2380614999616355,0.1323414286435173,0.3762885228354941,0.1198231908084269
1OfhM-ZKvcpxyxptCCzEwA,0.203948619633712,0.2477672898887095,0.1400596884784498,0.3315534309694016,0.0699928588752485
rIUDqviGWQBpPOSBw2I2Ng,0.1970150059399505,0.1723794043064117,0.1682184091769158,0.3447012777129809,0.110763412900269
vq73W-SHrwBgXzQ__0yV2w,0.1043120028215994,0.2858921575531797,0.1202580220997333,0.2945053352097284,0.1895248384115476
0dfspevYKsugYiU1UVl94Q,0.3292913511395454,0.1729805793923636,0.1264116247184574,0.2239074194803834,0.1371559880984326
ltaDKBb6_PMAOAXthRFKLA,0.3983065041322862,0.1859800356530374,0.1116887533796891,0.1461679963094573,0.1510900365368973
M5CjW616vAHgxnWNmxAFvw,0.2083425132557749,0.5091888658702374,0.0453092809766531,0.2254784536547958,0.0056240665726363
JrG4NINLspXPNhSXg7Q07Q,0.1898269833093034,0.0739992123631505,0.1595507212602421,0.2763769483797991,0.2928070245652732
609Lr-Hvo3sr9amdiimOJA,0.1079833485806981,0.6377047728303642,0.0941449686707485,0.1137732254962126,0.041140727388362
ClItrcjw1Im2qoUS3vICnw,0.2051711210981011,0.3219885092228651,0.2073805995285511,0.1403060048818588,0.1221131637692451
CZyOI0tkdu4y35xnNmamlg,0.0833887408177058,0.5793877548227707,0.0376094135766228,0.2926744235058625,0.002799253600339
4IrGZzglUUDgxfBBJKbnZw,0.0987635868988544,0.2789938058280809,0.1737891738665858,0.286909413161119,0.1545656512358359
jEasa4Sbzy4NdLyzPPgQyg,0.1602259317975646,0.2088892669319951,0.1991288133609082,0.221932081602669,0.2026722104476195
BtxUZn4d7yxsHwdlRq1dkw,0.091469618706749,0.1081014526112435,0.1324942192385116,0.3335184442380873,0.3277391231296441
v45E6gg6MrAziTepkiWByA,0.1380391655303185,0.0527779354303652,0.2774311626903952,0.2516312124647749,0.2734337367930772
P57AT1_VQ6ZA_sBlvzN43g,0.1473982098440711,0.3269855122869977,0.1176153495191381,0.3139437264404617,0.0872403570952323
cwn_MBPFUJtme68WURSgKA,0.2814322322479462,0.1165498181182431,0.1461902943886306,0.2323672328833235,0.217599257673711
lSR0JkU7iCnR7sP-8Gjkqw,0.1229474853192057,0.3831123624529157,0.1529736348560878,0.3102042866604669,0.018586265189307
ShYwqkUf7PkI7LHqCyTmEA,0.103708767997367,0.4084840049701078,0.1288561480385916,0.2976387675319399,0.0553698729324553
s-Ff-8M5-AR-5jl59lCj1w,0.3057243028508863,0.4141954590450041,0.0986221591213151,0.1429837973150627,0.0312368399868516
VSVtG0BfSCRIZfo03VgHCQ,0.3108165470472017,0.1806722287233773,0.1178990651357483,0.1558777584222617,0.2302679400165359
ZGH8MzJa7Q7iIpmtzBAJAQ,0.2362622698171669,0.1849623116783787,0.1553775502366188,0.275071909280465,0.1415210620928477
-BjXcRcvDqOQ23eUKx6hjg,0.1554590102900332,0.5159086657841818,0.0302139073695748,0.2224231275405153,0.0687842643093488
P0LuuY4gbVRWhUQ1wa6BrA,0.1930054245070399,0.2040894119612251,0.1805177209898829,0.226682975247968,0.1886986005605043
2SYEGA2fZLdzZQ9lmIfM5Q,0.129006581880894,0.1282660776902457,0.1353837681724589,0.3684147057038816,0.2324183392439247
PPEjKBvE2lV6JNUVnSHkFA,0.0803521083026433,0.6428145564512799,0.1072432574267122,0.148242310565335,0.0133132643701619
2EMTsTg8876QbtIGDH-69w,0.2496157218607104,0.3611949339356957,0.0698075871154361,0.291422864973393,0.0198381956362602
r4eDzodjjoxk79ydS7V67Q,0.1860652008169406,0.080015956977936,0.2116382283427089,0.2750663117899953,0.2396954208620832
EfYKKT1ov4SYDBdrQiekvA,0.1263774291479162,0.4420180810349328,0.0595731688663363,0.3324626918349947,0.0347143518073218
6GOdPucdzalKnlytAyOmDw,0.1444999010612567,0.370266070899864,0.0717455128000842,0.3227145627692894,0.086639552998046
_f3JQU6IXpGmTLaSqGy79g,0.2454905391006027,0.1679431261619393,0.1313648516499198,0.319261364839611,0.1290176219937
RnPqB4DPIWXch_hl7u2-mw,0.2567076114937663,0.4746795356273651,0.1196955377236008,0.1287225447595119,0.0130831100046634
IvAa7PvfOYl0xRML5W3ebg,0.1029433334509267,0.4258743582348884,0.1791432218908433,0.1929144633842217,0.0921918334876105
8KBDQlSdjJ-NoLbpPvkOrw,0.1773224462164341,0.1284255211962684,0.2190504177520595,0.1936362338024064,0.2758001123594866
ulfMNXHzGVleRf2U5KwiQQ,0.1478737036413712,0.1885974606175341,0.0867973655504491,0.3498533902037654,0.2204249640551374
dO4iyNK2KzLMe1kXLCskbw,0.1944613489472577,0.1932860136392616,0.1297386538898272,0.2805502515646719,0.1977509490003989
w5FjaN7TdoduMUD0CYYD8g,0.068702512866129,0.4582897589096557,0.1066640888786186,0.3176451900407024,0.0418336697570655
Pyr5bTFM3PJtphoWDtIYlQ,0.0578249462414532,0.4635875076055527,0.1572419782169163,0.181297586299479,0.1371793756261468
o_Qn1BN-0BQjSo7PNPDCKw,0.1583736341757079,0.2173106828704476,0.058751916202406,0.4739154546211163,0.0841880475636571
nk2a2nI1jfln9zLpxEvTnw,0.1143249802667885,0.3788999442625395,0.1138567618302446,0.2564014687024532,0.1294921462156592
lXkjfmdIKGB-WwEuuEEAmw,0.315552485990338,0.1064157092090075,0.1344112765509635,0.2770389583117018,0.1602566317887976
zCmdpK9TYREr3sO1QO6BCw,0.0349500422256396,0.4575021067935535,0.4150352171649608,0.0755909526008455,0.0090622156995403
TnPYPIDubOiO6ntG7f0r5w,0.0605585960050423,0.6574715094433891,0.2172268014401197,0.0335964641223351,0.0223343655363553
