,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,State_Name,State,County,City,Median_Income,mean_age
10,K_CS--rB2jpdZ_YmffEInQ,Chestnut Hill Brewing Co - Taproom,8231 Germantown Ave,Philadelphia,PA,19118,40.0741808,-75.2030783,3.5,10,1,"{'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False', 'WiFi': ""u'free'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'Caters': 'False', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'Corkage': 'False', 'BYOB': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'ByAppointmentOnly': 'False', 'Alcohol': ""u'beer_and_wine'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'HasTV': 'True', 'Smoking': ""u'no'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'True', 'CoatCheck': 'False'}","Beer Bar, Nightlife, Food, Restaurants, Salad, Bars, Pizza, Breweries","{'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '11:30-21:0', 'Saturday': '11:30-21:0', 'Sunday': '11:30-20:0'}",Pennsylvania,PA,Adams County,Philadelphia,300000.0,43
11,0dfspevYKsugYiU1UVl94Q,Brewerytown Taproom,1363 N 31st St,Philadelphia,PA,19121,39.9775302,-75.1855542,3.0,12,0,{'RestaurantsReservations': 'True'},"Brewpubs, Food, Restaurants, American (Traditional), Breweries","{'Wednesday': '16:0-23:0', 'Thursday': '16:0-23:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-21:0'}",Pennsylvania,PA,Adams County,Philadelphia,300000.0,37
12,P57AT1_VQ6ZA_sBlvzN43g,Dock Street Cannery and Tasting Room,705 S 50th St,Philadelphia,PA,19143,39.94761,-75.22253,4.0,13,1,"{'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsTakeOut': 'False', 'ByAppointmentOnly': 'False', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForDancing': 'False', 'GoodForKids': 'False', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'NoiseLevel': ""u'average'""}","Arts & Entertainment, Cocktail Bars, Breweries, Lounges, Wine Tasting Room, Nightlife, Beer Bar, Bars, Food, Wineries","{'Thursday': '16:0-23:0', 'Friday': '16:0-0:0', 'Saturday': '16:0-0:0'}",Pennsylvania,PA,Adams County,Philadelphia,300000.0,39
13,vq73W-SHrwBgXzQ__0yV2w,Second District Brewing,1939 S Bancroft St,Philadelphia,PA,19145,39.9261812341,-75.1730921385,4.0,103,1,"{'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'full_bar'"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'False', 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'CoatCheck': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'GoodForDancing': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': True, 'sunday': False, 'saturday': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'True', 'BYOB': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'HasTV': 'True', 'Smoking': ""u'no'"", 'OutdoorSeating': 'True', 'HappyHour': 'True', 'Caters': 'False', 'WiFi': ""u'free'""}","American (New), Beer Bar, Restaurants, Bars, Food, Breweries, Nightlife, American (Traditional)","{'Monday': '15:0-23:0', 'Wednesday': '15:0-23:0', 'Thursday': '15:0-23:0', 'Friday': '12:0-0:0', 'Saturday': '12:0-0:0', 'Sunday': '12:0-23:0'}",Pennsylvania,PA,Adams County,Philadelphia,300000.0,42
14,AWWAiEideKaYmgSblQTsqg,Malt House Ltd,,Philadelphia,PA,19119,40.0487466,-75.1953934,4.5,12,0,"{'RestaurantsPriceRange2': '2', 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True'}","Hobby Shops, Education, Beer, Wine & Spirits, Adult Education, Party Equipment Rentals, Breweries, Event Planning & Services, Do-It-Yourself Food, Shopping, Food, Brewing Supplies",,Pennsylvania,PA,Adams County,Philadelphia,300000.0,41
15,EvYeRMbG9XlEkafCJfnovA,Bruno's,9800 Germantown Pike,Philadelphia,PA,19118,40.086094,-75.230789,3.0,114,1,"{'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""u'none'"", 'NoiseLevel': ""u'average'"", 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Corkage': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BYOB': 'True', 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'True', 'HasTV': 'False'}","Italian, Brazilian, Coffee & Tea, Breakfast & Brunch, Breweries, Restaurants, Brewpubs, Food","{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}",Pennsylvania,PA,Adams County,Philadelphia,300000.0,43
16,lXkjfmdIKGB-WwEuuEEAmw,Milo - The Meeting House,7165 Germantown Ave,Philadelphia,PA,19119,40.0601522,-75.1907202,3.5,23,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'CoatCheck': 'False', 'RestaurantsTableService': 'True', 'Alcohol': ""u'full_bar'"", 'HasTV': 'False', 'DogsAllowed': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsBitcoin': 'False', 'Caters': 'True', 'WheelchairAccessible': 'True', 'WiFi': ""u'free'"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'HappyHour': 'True', 'RestaurantsReservations': 'False', 'Smoking': ""u'outdoor'"", 'BikeParking': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'BYOB': 'False'}","Noodles, Venues & Event Spaces, Gastropubs, Tacos, Vegetarian, Beer Gardens, American (Traditional), Mexican, Event Planning & Services, Nightlife, Arts & Entertainment, Music Venues, Vegan, Restaurants, Seafood","{'Wednesday': '18:0-23:0', 'Thursday': '18:0-23:0', 'Friday': '18:0-23:0', 'Saturday': '18:0-23:0', 'Sunday': '18:0-23:0'}",Pennsylvania,PA,Adams County,Philadelphia,300000.0,41
17,W_vlLO_fS_MuLTvxt1B7AA,Brewers Outlet Of Mt. Airy & Chestnut Hill,7401 Germantown Ave,Philadelphia,PA,19119,40.0629418275,-75.1929348251,4.0,27,1,"{'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'beer_and_wine'"", 'BusinessAcceptsBitcoin': 'False', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'RestaurantsPriceRange2': '2'}","Grocery, Shopping, Tobacco Shops, Beer, Wine & Spirits, Convenience Stores, Food, Brewing Supplies, Breweries","{'Monday': '10:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:30', 'Saturday': '9:0-20:30', 'Sunday': '12:0-17:30'}",Pennsylvania,PA,Adams County,Philadelphia,300000.0,41
18,E_w9t1HQtcizm9didoC4yQ,Young American Cider,6350 Germantown Ave,Philadelphia,PA,19144,40.0446083,-75.1818294,5.0,12,1,{'RestaurantsTakeOut': 'True'},"Breweries, Food, Beverage Store",,Pennsylvania,PA,Adams County,Philadelphia,300000.0,41
19,O823FiPDepbCKYo7w2uGAg,Macaroni's Restaurant,9315 Old Bustleton Ave,Philadelphia,PA,19115,40.0817359,-75.0382522,4.0,211,1,"{'NoiseLevel': ""u'average'"", 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '3', 'HasTV': 'True', 'Caters': 'True', 'Alcohol': ""u'full_bar'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'BikeParking': 'False', 'GoodForDancing': 'False', 'CoatCheck': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'HappyHour': 'True', 'RestaurantsTableService': 'True'}","Restaurants, Nightlife, Beer Gardens, Italian, Pizza","{'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-21:30'}",Pennsylvania,PA,Adams County,Philadelphia,300000.0,37
20,ohWH383r60AREWh-aphpSw,Iron Hill Brewery & Restaurant,8400 Germantown Ave,Philadelphia,PA,19118,40.0750694,-75.2055144,3.5,384,1,"{'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'GoodForKids': 'True', 'HasTV': 'True', 'WiFi': ""u'free'"", 'OutdoorSeating': 'True', 'Caters': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'True', 'HappyHour': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'DogsAllowed': 'False'}","American (New), Breweries, Desserts, American (Traditional), Restaurants, Food","{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '11:30-21:0'}",Pennsylvania,PA,Adams County,Philadelphia,300000.0,43
21,doti90GE8LhHP9ssbUuFTg,Philly Homebrew Outlet West,1314 S 47th St,Philadelphia,PA,19143,39.9426904,-75.2104835,4.0,9,1,"{'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'DogsAllowed': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True'}","Education, Shopping, Hobby Shops, Food, Specialty Schools, Beer, Wine & Spirits, Brewing Supplies","{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '10:0-17:0', 'Sunday': '10:0-17:0'}",Pennsylvania,PA,Adams County,Philadelphia,300000.0,39
22,FImeJg7pVG9K7wjuexmV4Q,Pass & Stow,1 Citizens Bank Way,Philadelphia,PA,19148,39.9059929,-75.1666401,4.0,10,1,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'HasTV': 'True'}","Pizza, Beer Gardens, Bars, Nightlife, Pubs, Restaurants",,Pennsylvania,PA,Adams County,Philadelphia,300000.0,44
