,Customer Views,Beer Selection,Group Experience,Ambience,Burger
TIiLFRFAhOXD8t2guBu5Zw,0.034866396447314936,0.565555359072545,0.05435266608701033,0.30639542726909413,0.029507172841797855
gjT2w0DUt5RTwvIf7sD35g,0.15969098483522734,0.6141289919614792,0.07850429436398877,0.13755737079514396,0.00697329474820031
BfQ4W2cNB2ZSd7yaAhE_BA,0.15274357976248631,0.35073181143364845,0.09520214611712174,0.32977300559003386,0.06471494620618148
MOqxUxYiMXCdwhO6Oe-8Ow,0.10738239376805722,0.4225992419756949,0.0576522178016603,0.38126185946166513,0.023681344045326114
tN6Mhhr_sDyk_xawdxnUyQ,0.05654786367501531,0.6391923576593399,0.08488266223243304,0.16042672550039633,0.053439460694789886
S_7uidlS2oj3Lq2bxDTTmg,0.07476218012095345,0.563461962416415,0.06503112801302101,0.26104371091659884,0.02747944451127007
3hrEWKJxJUwEBmzw8oUYHw,0.1698397095661518,0.148337904533202,0.08082765816010473,0.2238370162565723,0.37104026763584497
I2oYrYUS4VXZVwV4Bh0hCA,0.12028125722123229,0.34482296629120474,0.1428719527574013,0.234470687482668,0.1508155643089634
IPYuu24deRJ3P5K498no4g,0.21568594602021304,0.5546108421051141,0.10972752952665994,0.08131642577548821,0.032813881213466324
EvYeRMbG9XlEkafCJfnovA,0.3397221168551337,0.10381813715051474,0.10784277502158336,0.18546777444987975,0.2569121490473506
HCbJPXWXvwN-C7XfmVy3gA,0.23401964174406806,0.13017884824751286,0.21307323811861284,0.15928576536898087,0.25613471272530675
doti90GE8LhHP9ssbUuFTg,0.20732553799947104,0.6191443792647786,0.09537342025174035,0.04745991093417009,0.017090331969989672
iPyhEN7uBsRYQdDDs36f2w,0.09090902702882886,0.3850504896388604,0.04596649525830379,0.3527895366199888,0.11641702389058012
PT-1mnyFbkBIeJTKyGaLvQ,0.09272194249470803,0.5135287889702753,0.3451036752667278,0.03909699453718283,0.0017873917240649462
5y1UZxEVE8QJob1XMRKp8A,0.04995565190911293,0.5624756813049316,0.16632503420114517,0.09002265334129333,0.12651594281196593
G1280tTnHsioeQHTaWyK3w,0.27303588576355436,0.12300049887923394,0.18238956913154852,0.18249735472760162,0.2318401609996235
L7cO2qZurrt-7SLl2oDSrA,0.12724582394432338,0.41011919197244723,0.10362110959742564,0.22622986013181712,0.12523328699171543
Mwc3n5Psw9wRaQ22vZWDYQ,0.10743565145778552,0.1438014341292368,0.16253281035460532,0.3126889634070604,0.2669777778060277
FImeJg7pVG9K7wjuexmV4Q,0.2323341354727745,0.21091649755835534,0.2371584866195917,0.18038334026932717,0.1362019345164299
CeQtgiR1EuGedqwh1uyLQQ,0.0985225195268533,0.5857872258465009,0.07490563434388103,0.22029220328891072,0.012336240621048144
UkBmK4Icaximp2DY2Zf_iw,0.3104837210788842,0.10378777278406966,0.11271157667281166,0.22252225514140822,0.24522083249063262
K-7yK_HKL0FncU3pxC92tw,0.11982723739412096,0.23209933812419573,0.15075284615159035,0.1409686654806137,0.35283373068604207
7clCBgNbd-x2Wj96lZ6Mjw,0.0932862534348307,0.6158741146968356,0.0581324835468469,0.20703855259665127,0.01862741453765795
eeKJYP614nNnDwnjKpl7XA,0.05787893869758894,0.3708542516687885,0.10236186999827623,0.30365330694864195,0.15567941253539175
mLDc_u44EiqJCSR3L4nQZw,0.0729529572719777,0.4534174884428029,0.08661560103711155,0.3382561091264641,0.04322284118582805
amqruwbDGCcyu55p2pTjMA,0.33916839859965775,0.17255633385782992,0.15603188279740238,0.18513685632497073,0.14115602036731112
NZjrCgnv1K5OyRfdru32_w,0.08850577240809798,0.4294286902683477,0.1224111180830126,0.26439335620185983,0.08848777913954109
Ge-TC33w8aB8Re0gGIZplQ,0.0937395106468882,0.7643905367170062,0.06595391447522811,0.06432295430983816,0.005474284690405641
aPNXGTDkf-4bjhyMBQxqpQ,0.2531434566516316,0.24871361220368382,0.11806994517136252,0.23291592937753056,0.14161908526368666
TLpuvhkMKx8MGTE7W3Z-Lw,0.17369278171099722,0.14975425960054914,0.1976491435627012,0.15393663288437223,0.31797727061386566
xEaNFfbt5V3evb7H2XFX-A,0.03849234623420569,0.6183924792955319,0.09850492752674553,0.21052566200011857,0.026551781981079665
JJNCJWaH2KV44r9aeEBlqA,0.08405527481867832,0.5710260960033292,0.1003425507718381,0.22584352737772953,0.009571395011958462
BPBTCvmUfRnEH6yyABzOzA,0.1198258065010628,0.4287785196760928,0.10255990124682689,0.2972265034396615,0.04420504552156975
iHV3uBo1N9ETBtuEqdDsWQ,0.13408916585075742,0.2655506028901212,0.14061650008751223,0.18972596713305953,0.2637431972588484
yuIhKvOjgDbYCkgw-j55sA,0.2068774808423231,0.23842882816898542,0.14153324932660033,0.26613092520618,0.14115083810792073
68YNg7QVIglBZYfZ8ZFwSg,0.03381280919226507,0.4938147994534423,0.12043238246502976,0.3139556162059307,0.027833189892893035
ohWH383r60AREWh-aphpSw,0.25579981947497976,0.11279444142519762,0.16158975639539971,0.24390835774872943,0.2189101161661722
pe01uqQsa6raj-4HWRjgGg,0.19919068068265916,0.4307411279529333,0.02425759695470333,0.2654795110225677,0.07738863714039326
OScArtTInz7zQdW5wC2Ebw,0.32954612570373637,0.15281262292869782,0.1729597905160565,0.2882418032539518,0.048868527145762196
6o3Xj4Lxa2XcaHuCblCc3g,0.12992301415724655,0.150710441074089,0.11477487201695322,0.34099572861193156,0.2563298403940819
Am5wWa0v13NZRsJ-g9f9cQ,0.12562679659509868,0.23806149996163553,0.13234142864351733,0.37628852283549413,0.11982319080842692
1OfhM-ZKvcpxyxptCCzEwA,0.20394861963371205,0.2477672898887095,0.14005968847844988,0.3315534309694016,0.06999285887524859
rIUDqviGWQBpPOSBw2I2Ng,0.19701500593995055,0.17237940430641174,0.16821840917691588,0.3447012777129809,0.11076341290026903
vq73W-SHrwBgXzQ__0yV2w,0.1043120028215994,0.28589215755317976,0.12025802209973335,0.29450533520972844,0.1895248384115476
0dfspevYKsugYiU1UVl94Q,0.32929135113954544,0.17298057939236364,0.12641162471845746,0.2239074194803834,0.13715598809843263
ltaDKBb6_PMAOAXthRFKLA,0.3983065041322862,0.18598003565303742,0.11168875337968912,0.1461679963094573,0.15109003653689737
lggOwJUJU9vOTnXSVbWMKg,0.499948157204522,0.3383023424281014,0.07057184560431375,0.07330685688389672,0.008972986704773374
M5CjW616vAHgxnWNmxAFvw,0.20834251325577496,0.5091888658702374,0.0453092809766531,0.22547845365479588,0.005624066572636366
JydmOKf-8Plo13Idj33Iyw,0.07732479043893124,0.5430902612738704,0.0899797591233724,0.27140036999787154,0.009403201800427939
8pVNJHaP4EIpRO3-oqGENg,0.07335352050367652,0.48649573689553793,0.12607505415543552,0.28185664898738627,0.024265030330819327
JrG4NINLspXPNhSXg7Q07Q,0.18982698330930348,0.07399921236315057,0.1595507212602421,0.27637694837979915,0.2928070245652732
609Lr-Hvo3sr9amdiimOJA,0.10798334858069818,0.6377047728303642,0.09414496867074854,0.11377322549621265,0.04114072738836209
FBBeJO50xZiNIo3oFhAFRA,0.12267428023283775,0.6353323762920106,0.0941582385380313,0.11521315360266082,0.025619600899517536
ClItrcjw1Im2qoUS3vICnw,0.20517112109810115,0.3219885092228651,0.2073805995285511,0.14030600488185882,0.12211316376924515
oM9ZFIgO88Hu0ppDZPjuwg,0.10413458511882692,0.4873500894612721,0.07425356916912379,0.31428581815133216,0.012578843138679087
JpKKLxLo_6RxvQXyjVXnvQ,0.18992986967858239,0.12464361742337923,0.11429571041851554,0.25053011522635477,0.3147239643369467
CZyOI0tkdu4y35xnNmamlg,0.0833887408177058,0.5793877548227707,0.037609413576622806,0.29267442350586254,0.0027992536003390947
5IvBJJl3bemFixZ9uh_wXg,0.15115647881822747,0.15071260550776003,0.12267423725637645,0.3972783199412824,0.17156050164786363
4IrGZzglUUDgxfBBJKbnZw,0.09876358689885441,0.2789938058280809,0.17378917386658588,0.28690941316111906,0.1545656512358359
jEasa4Sbzy4NdLyzPPgQyg,0.16022593179756464,0.20888926693199514,0.19912881336090826,0.221932081602669,0.20267221044761957
BtxUZn4d7yxsHwdlRq1dkw,0.09146961870674904,0.1081014526112435,0.13249421923851165,0.3335184442380873,0.3277391231296441
WlWnZLMS5CiQ2G2BFJH_zw,0.06352122323404924,0.4805563546571077,0.1178992959469849,0.20985031005579466,0.1214732054036622
v45E6gg6MrAziTepkiWByA,0.13803916553031859,0.05277793543036527,0.2774311626903952,0.25163121246477493,0.2734337367930772
P57AT1_VQ6ZA_sBlvzN43g,0.14739820984407112,0.32698551228699774,0.11761534951913816,0.31394372644046176,0.08724035709523238
8VX0g53ozq-KEyAPZeRYdA,0.06905012123286725,0.46343917563557624,0.18873537685722114,0.2577291902899742,0.013417546339333057
h0vaA8cPdjabzotwa6BsyA,0.08043947785359915,0.3204407055450023,0.11386217978462333,0.31043929322699054,0.1662775746500883
cM3C8AT3IhOIM4ccBofuSg,0.2534300570976574,0.11943421478591058,0.17258577674919787,0.28068693357227326,0.16776017157153095
kJrKKzxYPR7krXbIacj_iw,0.2894075163167672,0.15262398101470392,0.16376815182899218,0.16648743707902622,0.22195136325055922
56q_auFAzhHK9Dvrs03AVA,0.07142041018232703,0.6153889702109154,0.07315542256401386,0.20857834772323258,0.022825537045719102
4UByKRseOwx4JxwXclCejQ,0.14354955728372765,0.18903035955089662,0.16539690563351744,0.22384637483499117,0.2719457484367821
7dCyacu8LnFi5PR63uSntQ,0.11115166059881448,0.23246450796723367,0.17652812638878823,0.23937064506113528,0.23508896991610528
LG4uWRyTsQHr2fC9lv8TPA,0.10309450487619724,0.24318142278470856,0.17006944348036812,0.2872589825031658,0.19017752361200427
VBPY0IofMYlRAcynvxgS2g,0.19084194561709528,0.35579772844262747,0.06307225467880136,0.16695292536979137,0.21740492684361729
DZRkJUI9iv1mDY_JaCY3sg,0.26315490318567936,0.17311667423721747,0.09843652778311718,0.21367203721987968,0.244772337727143
cwn_MBPFUJtme68WURSgKA,0.2814322322479462,0.11654981811824318,0.14619029438863063,0.23236723288332353,0.217599257673711
lSR0JkU7iCnR7sP-8Gjkqw,0.1229474853192057,0.38311236245291574,0.1529736348560878,0.3102042866604669,0.018586265189307078
LrUQOSOfuus8pcCHJwaQWg,0.0943489727728507,0.7593414327677559,0.030618428088286343,0.09832301944055978,0.009625119211919168
ShYwqkUf7PkI7LHqCyTmEA,0.10370876799736704,0.4084840049701078,0.12885614803859166,0.2976387675319399,0.05536987293245537
GnBHjgB_XF0t65BxcUzHVA,0.2628456130002936,0.3645943641662598,0.33228395581245423,0.03308677524328232,0.0007985380167762438
s-Ff-8M5-AR-5jl59lCj1w,0.30572430285088636,0.4141954590450041,0.09862215912131511,0.14298379731506272,0.031236839986851683
VSVtG0BfSCRIZfo03VgHCQ,0.3108165470472017,0.18067222872337738,0.11789906513574835,0.1558777584222617,0.23026794001653597
0lf3Nqamc_9kKpDV4ajy1g,0.10261915300217041,0.4019088843831109,0.09064018697499827,0.29403853496718485,0.10347814400137875
06Uc3lgLSFO5EtLoFYbUbA,0.07895389199256897,0.7607545620865293,0.1210639387783077,0.016644512199693255,0.019192637047833867
ZGH8MzJa7Q7iIpmtzBAJAQ,0.23626226981716694,0.18496231167837873,0.1553775502366188,0.27507190928046504,0.1415210620928477
-BjXcRcvDqOQ23eUKx6hjg,0.15545901029003323,0.5159086657841818,0.030213907369574824,0.22242312754051538,0.06878426430934886
P0LuuY4gbVRWhUQ1wa6BrA,0.19300542450703992,0.20408941196122518,0.18051772098988295,0.226682975247968,0.18869860056050433
-wDo0EQLaobFdkwizA1i6Q,0.17915321215987207,0.45158016183413563,0.09637440769001841,0.23110925704240798,0.03378597120754421
2SYEGA2fZLdzZQ9lmIfM5Q,0.12900658188089406,0.12826607769024578,0.13538376817245892,0.36841470570388163,0.23241833924392472
cHCRC7r9irhK0dIum1zeUw,0.057761232225825423,0.592788459843221,0.10309419952654325,0.19488825069103663,0.04435273619315114
PPEjKBvE2lV6JNUVnSHkFA,0.08035210830264336,0.6428145564512799,0.10724325742671229,0.14824231056533507,0.013313264370161965
1MoiTfuItt3dZkaQfJkpYw,0.10148673901174045,0.4763005839488068,0.10962027912675743,0.24582805574581718,0.058841395876462886
2EMTsTg8876QbtIGDH-69w,0.24961572186071046,0.36119493393569574,0.06980758711543618,0.29142286497339304,0.019838195636260266
r4eDzodjjoxk79ydS7V67Q,0.1860652008169406,0.08001595697793606,0.21163822834270898,0.27506631178999535,0.23969542086208323
EfYKKT1ov4SYDBdrQiekvA,0.1263774291479162,0.44201808103493284,0.059573168866336346,0.3324626918349947,0.03471435180732182
TiA5fpNc-T8QvrxT_EfmPg,0.28197874785757643,0.17404221873499037,0.12292760024406402,0.23604428856855347,0.17804266804516872
6GOdPucdzalKnlytAyOmDw,0.14449990106125674,0.370266070899864,0.07174551280008422,0.3227145627692894,0.08663955299804608
ZS7xL5JelxcoaYTaR5UWXw,0.1928264126040493,0.6262852052847544,0.1069962247274816,0.05609642240134152,0.011908060236071999
_f3JQU6IXpGmTLaSqGy79g,0.24549053910060276,0.16794312616193938,0.13136485164991984,0.319261364839611,0.12901762199370004
glqhlr3vcINNstyYRQGliA,0.044414285445012726,0.47099812886713505,0.09663878730498254,0.33660149463237476,0.04373090105274549
RnPqB4DPIWXch_hl7u2-mw,0.2567076114937663,0.4746795356273651,0.11969553772360086,0.12872254475951195,0.013083110004663468
LY1WmE1DwtkGd37eG3SoSQ,0.19877809441032881,0.24464374729626667,0.12449281204363712,0.2179969317515447,0.20850706099548563
IvAa7PvfOYl0xRML5W3ebg,0.10294333345092678,0.42587435823488845,0.17914322189084336,0.19291446338422172,0.09219183348761051
8KBDQlSdjJ-NoLbpPvkOrw,0.17732244621643412,0.1284255211962684,0.21905041775205952,0.19363623380240647,0.27580011235948665
ulfMNXHzGVleRf2U5KwiQQ,0.14787370364137126,0.18859746061753416,0.08679736555044912,0.34985339020376544,0.22042496405513745
dP5k-Plsiw9dn9h9Y1oWNA,0.1491353885971137,0.2991797666137035,0.14299156386246029,0.2517964913207305,0.14973156427184486
eyQL0pS7agcZtdKYQ-tJGw,0.06645039007497898,0.659165884270345,0.087292196585985,0.1563200451423881,0.021906315439485815
dO4iyNK2KzLMe1kXLCskbw,0.19446134894725778,0.19328601363926165,0.1297386538898272,0.2805502515646719,0.19775094900039897
Z_P_HwcnC0jEvRLUx6TFlw,0.18315300475805998,0.03490723203867674,0.016721328347921373,0.3040193021297455,0.4571510970592499
w5FjaN7TdoduMUD0CYYD8g,0.06870251286612905,0.4582897589096557,0.10666408887861864,0.3176451900407024,0.04183366975706557
W9vWGD3b2qYbC6lHUK5IUg,0.22849797809336386,0.2009025934611645,0.1336359198951074,0.20105437860651387,0.22905768790362377
WQ1oZ11HbYL7K7kj62ttAw,0.14880112891551106,0.11337675685295835,0.1098426016466692,0.3564056599535979,0.2660766549431719
vOPt116elxI6-aD1LrOLMw,0.05153493599399277,0.45803254486426065,0.1064512198385985,0.3204167953327946,0.05391337900705959
d87V_gH3I1EaGWOM_EYRXw,0.24638877802624784,0.3881165381713674,0.08121534231407888,0.24537799626203446,0.030673767568479324
Pyr5bTFM3PJtphoWDtIYlQ,0.05782494624145329,0.4635875076055527,0.15724197821691632,0.181297586299479,0.1371793756261468
jnZYD2UCGziWwGsUxybkFw,0.14116886203921347,0.18743997898997453,0.16024367301355277,0.2074208550312847,0.29809467677302937
-jNOHaFwWsBpaf9l5gvRwQ,0.07335023810246996,0.47956686162882867,0.10654126303087846,0.28337058899741546,0.04918905038057881
7pI6lASZ4rPNPF8iX9jdoA,0.23836165646802113,0.14327136482242295,0.1678589147976249,0.19186929290142832,0.25132899271744874
o_Qn1BN-0BQjSo7PNPDCKw,0.1583736341757079,0.21731068287044764,0.058751916202406086,0.47391545462111634,0.08418804756365716
nk2a2nI1jfln9zLpxEvTnw,0.11432498026678854,0.3788999442625395,0.11385676183024461,0.25640146870245323,0.1294921462156592
gcSwkcnKHmgZpP82GsieUw,0.1179638732490795,0.39238288067281246,0.1100746257330424,0.3109473464677909,0.06161030072585812
Pj-A29ajjCUb5ttM3Ff7yA,0.06797515150597867,0.4437021948178025,0.09244054982109981,0.3369181438513538,0.05088906558778356
lXkjfmdIKGB-WwEuuEEAmw,0.315552485990338,0.10641570920900752,0.13441127655096352,0.27703895831170183,0.16025663178879768
zCmdpK9TYREr3sO1QO6BCw,0.03495004222563961,0.4575021067935535,0.41503521716496083,0.07559095260084552,0.00906221569954034
TnPYPIDubOiO6ntG7f0r5w,0.060558596005042396,0.6574715094433891,0.21722680144011974,0.033596464122335114,0.02233436553635531
